first_name,last_name,price,above_100
William,Garcia,258.1809089,TRUE
Barbara,Freeman,141.890534,TRUE
Rebecca,Zimmerman,293.373272,TRUE
Patricia,Velasquez,249.9479246,TRUE
Ronnie,Clark,272.908659,TRUE
Timothy,Rose,65.74326968,FALSE
Joshua,Ramirez,64.54997394,FALSE
Joseph,Dawson,111.0171384,TRUE
Robert,Rios,87.31797988,FALSE
Karen,Mitchell,277.2511543,TRUE
Patrick,Greene,7.259436115,FALSE
Matthew,Nelson,295.3146887,TRUE
Melissa,Smith,70.04282129,FALSE
Amy,Johnson,78.26892103,FALSE
Edgar,Ellis,208.6777041,TRUE
Olivia,Rivera,104.8094951,TRUE
Kelly,Leblanc,40.20849552,FALSE
Jennifer,Anderson,17.90633335,FALSE
Tammy,Clark,125.0672217,TRUE
Jennifer,Marquez,21.63604687,FALSE
Cory,Silva,36.24541189,FALSE
Mackenzie,Moon,264.9268902,TRUE
Larry,Wade,126.3049676,TRUE
Diana,Shaffer,37.50406255,FALSE
Stephen,Smith,168.1895294,TRUE
Kendra,White,265.1085587,TRUE
Lindsey,Williamson,280.3953974,TRUE
Wanda,Hale,106.0997985,TRUE
Jillian,Davies,10.64366962,FALSE
Douglas,Thomas,119.0382607,TRUE
Jennifer,Davis,153.0526538,TRUE
George,Holmes,44.38614111,FALSE
Marissa,Webster,105.4378241,TRUE
Anna,Boyle,80.47552199,FALSE
Paul,Gillespie,174.6815735,TRUE
Autumn,Johnston,132.780344,TRUE
Tracey,Norton,118.0225331,TRUE
Amy,Flynn,128.6739798,TRUE
Melissa,Davis,72.58977535,FALSE
Vincent,Mitchell,78.43990466,FALSE
Gregory,Martin,144.6915752,TRUE
Robert,Coffey,117.3205633,TRUE
Melissa,Montgomery,101.4845534,TRUE
Krystal,Cunningham,296.536062,TRUE
Scott,Lee,163.4878508,TRUE
James,Murray,28.59025756,FALSE
Hunter,Stokes,3.582742282,FALSE
Jasmine,Austin,33.90382995,FALSE
Grant,Summers,51.78034157,FALSE
Sarah,Spencer,271.6023676,TRUE
Brianna,Lewis,192.617676,TRUE
Rhonda,Martin,145.6455553,TRUE
Dennis,Lawrence,161.3584294,TRUE
Michael,Stewart,245.4400987,TRUE
William,Wilkins,22.90555849,FALSE
Rebecca,Jimenez,142.590737,TRUE
Kathleen,Roman,15.10135967,FALSE
Billy,Smith,22.53181535,FALSE
Nicole,James,101.913846,TRUE
Allison,Holt,12.7990102,FALSE
Amanda,Johnson,19.17461281,FALSE
Michael,Spencer,171.890946,TRUE
Brandi,King,30.05366744,FALSE
Alexander,King,23.47063099,FALSE
Nicole,Sampson,207.6385148,TRUE
Savannah,Bell,22.05563858,FALSE
Jessica,Harris,103.7031099,TRUE
Lauren,Gallagher,266.215602,TRUE
Jack,Townsend,93.27791862,FALSE
Jamie,Nguyen,228.9953328,TRUE
Ann,Price,266.323001,TRUE
Michael,Rodriguez,224.0452951,TRUE
Heather,Davidson,219.8337855,TRUE
Marie,Green,146.6406753,TRUE
Lori,Tapia,147.3422789,TRUE
Kayla,Alvarado,127.2410425,TRUE
Susan,Crosby,200.3652912,TRUE
Nathan,Harris,163.8731027,TRUE
Michael,Daniel,4.582288435,FALSE
Ashley,Jones,53.14943439,FALSE
John,Wright,91.35592502,FALSE
Melissa,Jordan,294.2154133,TRUE
Carrie,Jackson,232.6768105,TRUE
Rebecca,Anderson,183.1702424,TRUE
Paul,Powell,105.1162169,TRUE
Shawn,Baxter,81.03527984,FALSE
Sarah,Wright,141.0101793,TRUE
Kimberly,Romero,235.624084,TRUE
Matthew,Washington,186.5044837,TRUE
Kirk,Hayden,148.2501795,TRUE
Traci,Kelley,41.56298339,FALSE
Isabella,Chen,129.6921072,TRUE
Melanie,Salazar,292.8461055,TRUE
Stephanie,Lewis,76.43122945,FALSE
Christopher,Hensley,249.1556558,TRUE
Terry,Vincent,242.9859001,TRUE
Jason,Alvarado,95.92027624,FALSE
Michelle,Evans,257.2373034,TRUE
Dennis,Benitez,87.11980487,FALSE
Troy,Garcia,181.4054634,TRUE
Albert,Davila,113.2109822,TRUE
Candice,Rivera,42.88132073,FALSE
Cole,Edwards,244.0779245,TRUE
Danielle,Johnson,31.63041433,FALSE
Justin,Ramirez,146.3464935,TRUE
Elizabeth,Griffith,205.7783782,TRUE
Kristin,Clay,260.3474682,TRUE
Joseph,White,65.20753493,FALSE
Marissa,Holmes,59.40240228,FALSE
Michelle,Hamilton,91.62237167,FALSE
Christopher,Alvarez,126.025264,TRUE
Craig,Hogan,136.7126938,TRUE
Melissa,Castillo,281.1608076,TRUE
Maria,Williams,10.21292614,FALSE
Vanessa,Thomas,20.58084145,FALSE
Gary,Obrien,53.39582051,FALSE
Melissa,Holt,252.2818438,TRUE
Eric,Valenzuela,176.52775,TRUE
Anthony,Hardy,4.902725495,FALSE
Karen,Johnson,49.41029242,FALSE
Richard,Hunt,249.7511997,TRUE
Karen,Robertson,1.710967532,FALSE
Adam,Jones,56.93252133,FALSE
Jonathan,Fuller,14.71921636,FALSE
Jason,Harris,151.4305855,TRUE
Danielle,Hill,179.8454001,TRUE
Seth,Freeman,224.5526336,TRUE
Joseph,Davis,97.09676869,FALSE
Sonya,Reyes,209.9855308,TRUE
Michael,Castro,243.1786308,TRUE
Jonathan,Collins,101.4620676,TRUE
Eric,Hayes,279.9732949,TRUE
Eric,Moore,77.4205876,FALSE
Veronica,Estes,270.8232516,TRUE
Timothy,Aguilar,133.1135532,TRUE
Taylor,Hunt,138.2042127,TRUE
Michael,Clarke,128.9532357,TRUE
Cheryl,Morse,275.7612746,TRUE
Jose,Page,184.058919,TRUE
Matthew,Kramer,265.3917788,TRUE
Regina,Barrera,185.2134145,TRUE
Sean,George,53.76304189,FALSE
Cody,Hernandez,180.9265991,TRUE
Hunter,Smith,175.2181525,TRUE
Andrea,Burke,256.3026305,TRUE
Elizabeth,Patterson,290.1129725,TRUE
Austin,Rhodes,158.1182472,TRUE
Maurice,Thompson,224.1265422,TRUE
Richard,Martinez,86.96423972,FALSE
Brian,Hernandez,42.67025555,FALSE
Samantha,Shields,149.8952175,TRUE
Joseph,Walker,282.0494042,TRUE
Tracy,Hernandez,215.0596081,TRUE
Vicki,Fox,41.51250582,FALSE
Louis,Campos,277.9062585,TRUE
Justin,Scott,208.0660064,TRUE
Megan,Vaughn,289.9564106,TRUE
Mary,Hughes,15.21373926,FALSE
Anita,Fleming,58.24742383,FALSE
Alyssa,Melendez,273.6593194,TRUE
Joshua,Foster,253.4093833,TRUE
Lisa,Smith,203.9611381,TRUE
Kathy,Lee,265.446304,TRUE
Bethany,Park,233.6891667,TRUE
Joshua,Butler,239.8213879,TRUE
Danielle,Potter,204.5385362,TRUE
Kenneth,Robinson,152.7840745,TRUE
Eric,Pineda,111.0479315,TRUE
James,Dorsey,68.90463624,FALSE
Michael,Miller,129.6049475,TRUE
Danielle,Martinez,45.94938674,FALSE
Gary,Young,212.2982372,TRUE
Lisa,Decker,275.7158848,TRUE
Kayla,Randolph,232.8220215,TRUE
Peggy,Thompson,124.4664752,TRUE
Alex,Cooper,170.205336,TRUE
Joanne,Wilson,229.6136723,TRUE
Maria,Adams,141.7128665,TRUE
Julie,Horton,276.5816247,TRUE
Jeffrey,Galvan,210.5061915,TRUE
Christopher,Johnson,268.63027,TRUE
Jennifer,Arias,59.59468056,FALSE
Jocelyn,Bell,84.95454821,FALSE
Eric,Brown,133.4007225,TRUE
Devon,Wright,29.21576875,FALSE
Rodney,Robles,158.9838923,TRUE
Kara,Austin,271.4672561,TRUE
Jeffrey,Tanner,203.7433126,TRUE
Shaun,Nunez,153.1987664,TRUE
Daniel,Mccall,143.271503,TRUE
Frank,Owen,233.2015374,TRUE
Beth,Johnson,128.7923576,TRUE
Joshua,Clark,190.9113668,TRUE
Gary,Jones,52.3166247,FALSE
Nancy,Brown,115.9584052,TRUE
Megan,Roach,18.68239346,FALSE
Lucas,Ross,221.1269463,TRUE
Jerry,Tucker,29.95199198,FALSE
Timothy,Robles,76.08225475,FALSE
Christopher,Goodwin,78.12233209,FALSE
Philip,Wilson,22.8431316,FALSE
